id,pred_prob,pred_label
9bb9cdf5c620d3e544ecc40c323891e7,0.06208413431236207,0
4df9fa2db089bfdfd3c0f6fb480d7081,0.22149018797552258,1
f700afd6a245cd5deadd7d23ae91bc76,0.05719175165471779,0
4ee4f29b6bdacb6432175fe1a695580b,0.05355058721484175,0
bda4cef7762b3fb7531f426659c8a160,0.13025242088373057,0
15d91ab997a182e7f822da88381ab5f1,0.06728205130789647,0
4013f84f2637524a6fa3f97a9329ea65,0.06656921817819618,0
81c6830ed2d736202c9208374d54a900,0.12846528931778117,0
cee6abcc7a11d5b4481d9aa8ac11b2f0,0.28389273472241905,1
718ec43131ed1560334f7f6a815554d2,0.13684053411381164,0
7845b1aaaf2d2a706898a3893e78d372,0.0528379432607603,0
cffd42226cbc9ad63ef943aedd449e31,0.06053985916565906,0
551596946c18980eb2357609de880cb9,0.052083672121826116,0
6cf52564c750198f47adaa3ca4531eb8,0.05675112535775965,0
4615975b6a21a185f083d71f8f06a957,0.05642128604100452,0
b9f429443cab307aa9434a6ae5b2a6f7,0.05172330408684272,0
128092edd0b98c02a8b2551508032bc7,0.05738079391990235,0
b99f3b35d35d69eedc9cc047951fce97,0.0516721595719412,0
d9caa1ef8f4c9c6ac4eb4409554322b1,0.05622574263758049,0
66b3da6f99879d3b9e5ace797e78706d,0.12796910654107216,0
1de392eef1a030c9edee0ca0173b6317,0.06035177913116259,0
abcec34633f21295446e88d03d4b7aff,0.42762389043128557,1
eb9633bcef80613b0e89d827545fa7fd,0.1706239337182175,0
456f61f1d4c1338f6db156aeb37e5844,0.05705194991721635,0
98e4adbd9f7d91cfdc3561947c02845c,0.08287235408987767,0
e99906ef22cc0752560222ce30edfc53,0.09219891617139649,0
e9d79f96f9bb556303fa7604e9510d0d,0.2547175858028698,1
82461e2c3b70fa9df2d9c0b880c2e6de,0.13119427999085148,0
c372c6276905d0cc074f51edcc0bc40c,0.09782546810791515,0
34cd9ccd95891af2f4fb40dccc75dd18,0.060594201023914135,0
56d567dcbc0657e440604db43ce5776f,0.4253526774627591,1
40159ef125a8fba7780e3b08157dbf53,0.18019087434213105,0
09983ab7a1d0592dc1a3b915fffaa2b2,0.05704116774666014,0
8571aa55ce3b671549ee453a90747e3a,0.11422248055481932,0
00197ed0b6d6dccc69718629624e75d7,0.05172330408684272,0
844bd0a1669fad52a65ed4471f473120,0.158270136738073,0
396a4f3556266f1f3020badfbac3fa13,0.16729982829155876,0
a31f6b34c5e5aeec522c6cc5833d4c3c,0.0979337567898485,0
e503396a3f32c12918fe95421bdf290c,0.1620301455547526,0
0de1871eda599b76c8c9d10a21fa662f,0.05726203444657898,0
1e4b1370eb79194a84d62c4fe31e1bb6,0.6334597451981978,1
671761be276b5e86ba56da087a7be8fa,0.0971235156381865,0
76b9d215334a6407ba21496853e51b93,0.11971873861126978,0
ecbfd35df122666e8c3f732775c9edb4,0.17757706177955535,0
1314941f137839466b300c0e72ee272e,0.25169703509624036,1
1624310fa792c13a6f218bc69932c7ee,0.05719356029488518,0
0f1e9aae8391d31e4953d48b1c7c96e6,0.05726203444657898,0
257e991e30e69c96c11d52b249053c62,0.05487656918226719,0
e13e778a9e246a29d835db267fe2186d,0.05726820691198998,0
2b43ad43c66bbe34e21b92af8ddf2228,0.056203219328906776,0
f163aec9757249446d070613f08c307e,0.0535154428098526,0
a6864e5d9024e665690f5058b5f3eedf,0.06780633077004274,0
caa6e538b9f422e3d9adc82db833dc10,0.10116634990813476,0
4622f451e2013a86b6739a960cc22b5a,0.1483643025526275,0
25bd900b415020c4db2dbf2f07e72dee,0.06247897269617367,0
4048041c19ea12d27c32c7ecc8bf540d,0.05516927353867632,0
1a5d30d2806f1cdccd17cc32450aa71b,0.09127219128630945,0
b545cb78ec0ceca70594993b37d46dd1,0.4811012447393641,1
4bcf0ed413853c9e2af128e2bfdd3930,0.09308257574169691,0
c99568edf71b366f8ae4d9cf7f73962b,0.057693436996528374,0
8ae29790a2aae4f7e3b3c8746c440690,0.07063574350750045,0
3a8e60f7e6c8d6da6962d897ca2c134d,0.2957222988294392,1
8bdffbbce63e8e908884077aa4e006dd,0.06082946289333748,0
80a668dfc86d82e14ab4f41cd3d02a76,0.0515714723400537,0
0e32770570440a3c528a41149c5c3967,0.07963495594408973,0
7eeafa7008e69d2a5ad285318a8b0542,0.10965292983483825,0
8c0f81ae02b8a2b48975c8bec1477d30,0.10855464934296664,0
9540cb190fbf98b10f760832d3c2f679,0.32138286455901016,1
0b28bfea593733590e81dee97a73ba85,0.05511694322413151,0
714d5d6dc39a3cb1859b074fb180dcbb,0.3008654694298956,1
718153570c0f27d64d34b9f4fe1be231,0.06358332456230445,0
15cbbcd381ddf72f638d5e9583abfd9d,0.0646009633180427,0
9a1dba9836db2a1a5117b6fed0e9fddc,0.2117777130834299,1
015f4873219be1dc431e0692e1092e17,0.052485986979523946,0
1703cbb24db60f172450b2739a99cf7a,0.34880367581025273,1
3d4164fb10f3836c501027a6205238f4,0.057251048067615586,0
dbb2c08dd48c0660a4e909b859f8170b,0.17484297324216014,0
272de53a464b33891ad6d912246f8020,0.09715370601605886,0
e92e480f1fb4c227820fad3353a4739e,0.05175007573982318,0
335fb8bbbf11d20243381dcb8b9be4a1,0.05720434021552486,0
bcbff443fe4ff6f3b3dff014fbbafadd,0.15969526675907733,0
e65c20f393e67fb738cbd7f741195338,0.057251048067615586,0
c12e84f70c1c92426b6b78de039c6665,0.16022524814762854,0
7d1d3c5a7310b18a335ef452e602660c,0.1497708813277916,0
967edf3df5000783dfff9533dbdd3069,0.22310801138942865,1
20a6a775efb91a868e838d7ef0a1ef0b,0.12541285436856509,0
d988c01a0383b5d74d5f38f7800144f3,0.09183529202776342,0
30aa8de190bc6f0eeb6451b4f12e89f3,0.05673813242982222,0
0ffdcad529252750887991f21b84032e,0.06230009001782044,0
cbc0b24355534ad315beddc2cea6cc5b,0.05158011106067706,0
b9f2eba59a81b209e2d0f4266654d5c8,0.05172330408684272,0
87ce9196677d046de43f219d0ebffce0,0.08389642480869737,0
b73f361f08c320d8b7008de50f731521,0.3174952320550798,1
8e18c0da6378855085877d4eff7d3a87,0.06804983495354361,0
622d55b52cfccd5557be32f142c88e7f,0.05595341232878632,0
69c308d5fe020e71d8cd15017980034c,0.07810131616200737,0
2132b885c15e6fe3970d4eec854075af,0.06032861460718741,0
371604556c98afb25bdeeec0085cc3ca,0.0801674423432064,0
3e7bd7fa043e82f02f39857fd94fc360,0.19011133242329795,1
771da7912975a1079356209d480c9628,0.05158474000824326,0
c615b08797ee276a52daa406db3a034e,0.07800316416880076,0
848a2dc2c55a8a6a7a95b6c0f4adb132,0.08052412333563554,0
25e22cffa97235010d9341ff80e8c96f,0.20046639673081915,1
75a11b0701f10ee4c60ae419d214d291,0.06266744933010725,0
f4f96fc3c23a1bd4c3c6ba4e0e2e6273,0.057251048067615586,0
f2734649581828ccc3337ca3c3d7de7d,0.0515714723400537,0
971a27b7d7e7840602da2769b297d623,0.08175811777849841,0
07502bc934ad1cea5b14f51267d78b28,0.060205466146348544,0
c164efa57beb87ac8f28eb1d3faefe43,0.0515714723400537,0
ae02a7d3488e05a57efe2695d07f075c,0.09328277514730317,0
1a5805ef1ab8934eab75ce9f53fc3007,0.06768792329362956,0
70de32a517695110e85bae2937920fc4,0.06323043643778781,0
666357d77cc661ddbbd962c88bd7961e,0.0515714723400537,0
17b514ea22f83e6ded50c317a75ff850,0.05705194991721635,0
5d17d87426e7f84bd595093abc88eadf,0.05719356029488518,0
3a82bd9fd19fdbd9cc6b40d67e067e27,0.05172330408684272,0
b7bf2db8fbc26e38f2284ed67501c442,0.13869009060698032,0
a704cafa7e82c9a9b22e74db42af95f5,0.39346393731360985,1
e3c7d0be2d91bd40eb85478b9e47516d,0.06514575077409693,0
45232053acc21767ac465b507d058c79,0.07646583043377367,0
79386ea2ef8921a94853ace7d18e3fbd,0.05725422396964617,0
84a3415e443f6eda3cad3cc3232c9eb0,0.1024301679725549,0
26afaa30a16ae461b94dc52ed957ebd8,0.12264817764387619,0
8f3d2ed92c1b1f53899ecdd94f5a78af,0.1860098482137077,0
c1486db6f9e970da79b9e469bafb85dc,0.05907412110385003,0
f00e8e3fac6da17148135cca2cd392e1,0.053903654909305584,0
63430c24d1917865b299f4dc4765b2dc,0.05176794249792895,0
27e17d56d5082623573138f5add8d7bd,0.3771207948936699,1
8bba3ae653e6eff98d3607ae4fd83ed4,0.06720232935707685,0
f728178ba2b2eb2f1364d61cb6153685,0.12685706149190537,0
1fc918fd4ffaaeac3d42e690f87a6036,0.11513272289672144,0
3ff289786ae272f2d06bdb0a2e6d182f,0.32411398404013925,1
65e4866eed98b563ce683bf22274765e,0.13778898823919802,0
17694b1ae8fef140aa05dc2ad2275387,0.06461991457640881,0
06e5ae33d17bbb9cc9ec8fa598ebbebb,0.05158011106067706,0
f02130789314822930889852992026fb,0.08179154522661233,0
b2968b8ca2becc97c604cb7be1a6ba14,0.11537217304937096,0
d13160dfc7b0f7f32ea39cea929db234,0.05268398027862267,0
c2ea6cc5635730196c70b31c16a1f0bb,0.07547188560719865,0
9dce88b4faac37dd6a351667f45a48f3,0.08464403425647903,0
ac878510fc4087029ecd92aaf60b8af1,0.09732465523355503,0
d84109e3bea87b833d32d55d83c4618f,0.08399190099723407,0
f4f1bfc4687cb887b88235619b39100b,0.2810769135124261,1
1a7c8421e29d6de4640560781419ea6d,0.07512515513027129,0
eeae466936b98a5baaebe08a0f397d98,0.05158011106067706,0
9f77c6d59f6780ded394875cf8d18b70,0.22424789328763062,1
a84265582f8e03265f7febed6262ec06,0.6335500124639291,1
60ea9385c100d339de3f1c600a97015e,0.05168081989774584,0
95d70dba4bc7517dd7b5568cbd8e4276,0.05271048172081839,0
7353068ce18a903f94b83892b87272cf,0.06422691311054966,0
72ab91ee8b3587843560b59c3cc2906d,0.05255512665687862,0
0f64dfc632b1d6285bbe89bf42ef7275,0.057251048067615586,0
f2703eae77cd63f6c9af4fc6c012e231,0.15483635936360376,0
c95c3516d3f3431c43237940e65b6191,0.25555021820236756,1
c9b511897a0639414cae3475f7e11f04,0.09498443033422814,0
72faa40d1f72ec4e79da9d0ac8fd4fdb,0.6327116438387309,1
1b818deaf28f955bbcbb0f68bf32d8cc,0.08499661364552116,0
28db3cd4047e26ed962efa978f71f124,0.6334597451981978,1
7f3a3b05265f13a9319913f41a8a1795,0.06244907138695893,0
bdc46157441efe03e35a6d4330cb74f9,0.09459418451431219,0
066e0825ccc5e96cec8d5fd629a6cdbb,0.057251048067615586,0
8bb4c50f3867c95140a3f90b244f4eb2,0.08994992902463914,0
d388a380ff7b21eee1bd581bb811439f,0.07551707384692403,0
d6f7ef42532028d4b218cbef9f19ddf7,0.05397580728968002,0
c88c39677918a02d5850651c47d05e55,0.06907244872587512,0
eeeccc7e0bc5aecc89b58960aa1553d7,0.44806040544742226,1
09a3fc297f9bd3f2e8dfb2ad8ad80ef9,0.08818083917763894,0
9f8862181b4d967ddf3f9884a1371ae5,0.05326840973451602,0
bd57eb1370246fae8fcac37b6b5a3bbb,0.12261238747661912,0
fa1320463469710cdfa72d4d76931b23,0.09355085842998179,0
aed756f3153190d1f072c25f8ae3e9e7,0.05172330408684272,0
fda9c8c25d8b3d815880654b370780fc,0.05726203444657898,0
50cf5feedac475ceddb4428b622e6eb1,0.05937940654728537,0
9be1e98d9830fa2adeeed253356c809d,0.05172330408684272,0
8ac74d5f6b7e6b6b58c59745a4676af8,0.20257738433450087,1
4f613ae7a6323e82b45ec637fc1e855f,0.0875936083608408,0
9e0a9c1d7b81667bf1dc2fffce1d15cf,0.11114716582955658,0
e0b6bfe5ba6357012e299f8155ed756e,0.6327116438387309,1
9f2c158cb4b6ec46ff265b0742aeec33,0.058016518457118645,0
73673e90a08ed5304368e0e38f2fe096,0.052011824693452925,0
