,0,1
0,1.0,0.0
1,1.0,0.0
2,1.0,0.0
3,1.0,0.0
4,1.0,0.0
5,1.0,0.0
6,0.9711437565582371,0.028856243441762856
7,0.8865248226950354,0.11347517730496454
8,1.0,0.0
9,0.0,1.0
10,1.0,0.0
11,0.75,0.25
12,1.0,0.0
13,1.0,0.0
14,1.0,0.0
15,0.9711437565582371,0.028856243441762856
16,1.0,0.0
17,1.0,0.0
18,0.9711437565582371,0.028856243441762856
19,0.8865248226950354,0.11347517730496454
20,0.9711437565582371,0.028856243441762856
21,1.0,0.0
22,1.0,0.0
23,0.9711437565582371,0.028856243441762856
24,1.0,0.0
25,1.0,0.0
26,1.0,0.0
27,1.0,0.0
28,1.0,0.0
29,1.0,0.0
30,0.0,1.0
31,1.0,0.0
32,0.9711437565582371,0.028856243441762856
33,1.0,0.0
34,0.9711437565582371,0.028856243441762856
35,1.0,0.0
36,0.0,1.0
37,1.0,0.0
38,1.0,0.0
39,0.9711437565582371,0.028856243441762856
40,0.09268292682926829,0.9073170731707317
41,0.9711437565582371,0.028856243441762856
42,0.8865248226950354,0.11347517730496454
43,0.0,1.0
44,1.0,0.0
45,0.9711437565582371,0.028856243441762856
46,0.9711437565582371,0.028856243441762856
47,1.0,0.0
48,0.9711437565582371,0.028856243441762856
49,0.9711437565582371,0.028856243441762856
50,1.0,0.0
51,0.0,1.0
52,1.0,0.0
53,1.0,0.0
54,1.0,0.0
55,0.0,1.0
56,0.0,1.0
57,0.0,1.0
58,1.0,0.0
59,0.9711437565582371,0.028856243441762856
60,1.0,0.0
61,0.0,1.0
62,1.0,0.0
63,1.0,0.0
64,0.9711437565582371,0.028856243441762856
65,1.0,0.0
66,0.9711437565582371,0.028856243441762856
67,0.0,1.0
68,1.0,0.0
69,1.0,0.0
70,1.0,0.0
71,1.0,0.0
72,0.0,1.0
73,1.0,0.0
74,0.0,1.0
75,0.9711437565582371,0.028856243441762856
76,1.0,0.0
77,0.9711437565582371,0.028856243441762856
78,1.0,0.0
79,0.9711437565582371,0.028856243441762856
80,1.0,0.0
81,0.9711437565582371,0.028856243441762856
82,0.0,1.0
83,1.0,0.0
84,1.0,0.0
85,1.0,0.0
86,0.9711437565582371,0.028856243441762856
87,1.0,0.0
88,1.0,0.0
89,1.0,0.0
90,0.9711437565582371,0.028856243441762856
91,1.0,0.0
92,1.0,0.0
93,0.0,1.0
94,0.9711437565582371,0.028856243441762856
95,0.8865248226950354,0.11347517730496454
96,1.0,0.0
97,1.0,0.0
98,0.0,1.0
99,1.0,0.0
100,1.0,0.0
101,1.0,0.0
102,0.0,1.0
103,1.0,0.0
104,0.9711437565582371,0.028856243441762856
105,1.0,0.0
106,1.0,0.0
107,1.0,0.0
108,1.0,0.0
109,0.9711437565582371,0.028856243441762856
110,1.0,0.0
111,0.9711437565582371,0.028856243441762856
112,1.0,0.0
113,0.9711437565582371,0.028856243441762856
114,0.9711437565582371,0.028856243441762856
115,0.9711437565582371,0.028856243441762856
116,0.0,1.0
117,1.0,0.0
118,1.0,0.0
119,0.9711437565582371,0.028856243441762856
120,0.9711437565582371,0.028856243441762856
121,0.0,1.0
122,1.0,0.0
123,1.0,0.0
124,1.0,0.0
125,1.0,0.0
126,0.0,1.0
127,1.0,0.0
128,1.0,0.0
129,1.0,0.0
130,1.0,0.0
131,0.0,1.0
132,1.0,0.0
133,1.0,0.0
134,1.0,0.0
135,1.0,0.0
136,1.0,0.0
137,1.0,0.0
138,1.0,0.0
139,0.9711437565582371,0.028856243441762856
140,1.0,0.0
141,0.0,1.0
142,0.0,1.0
143,1.0,0.0
144,1.0,0.0
145,0.0,1.0
146,0.0392156862745098,0.9607843137254902
147,1.0,0.0
148,1.0,0.0
149,1.0,0.0
150,1.0,0.0
151,0.9711437565582371,0.028856243441762856
152,1.0,0.0
153,0.0,1.0
154,1.0,0.0
155,0.09268292682926829,0.9073170731707317
156,1.0,0.0
157,0.09268292682926829,0.9073170731707317
158,1.0,0.0
159,1.0,0.0
160,0.9711437565582371,0.028856243441762856
161,0.9711437565582371,0.028856243441762856
162,0.9711437565582371,0.028856243441762856
163,1.0,0.0
164,1.0,0.0
165,1.0,0.0
166,0.8571428571428571,0.14285714285714285
167,1.0,0.0
168,1.0,0.0
169,1.0,0.0
170,0.9711437565582371,0.028856243441762856
171,0.9711437565582371,0.028856243441762856
172,1.0,0.0
173,0.9711437565582371,0.028856243441762856
174,1.0,0.0
175,1.0,0.0
176,1.0,0.0
177,0.09268292682926829,0.9073170731707317
178,1.0,0.0
179,1.0,0.0
180,1.0,0.0
181,1.0,0.0
182,1.0,0.0
183,0.9711437565582371,0.028856243441762856
184,1.0,0.0
185,0.9711437565582371,0.028856243441762856
186,1.0,0.0
187,1.0,0.0
188,0.8865248226950354,0.11347517730496454
189,0.0,1.0
190,1.0,0.0
191,1.0,0.0
192,1.0,0.0
193,0.9711437565582371,0.028856243441762856
194,1.0,0.0
195,0.6666666666666666,0.3333333333333333
196,1.0,0.0
197,0.9711437565582371,0.028856243441762856
198,0.0,1.0
199,0.0,1.0
200,1.0,0.0
201,1.0,0.0
202,0.0,1.0
203,1.0,0.0
204,1.0,0.0
205,1.0,0.0
206,1.0,0.0
207,1.0,0.0
208,1.0,0.0
209,1.0,0.0
210,1.0,0.0
211,0.9711437565582371,0.028856243441762856
212,1.0,0.0
213,1.0,0.0
214,1.0,0.0
215,0.9711437565582371,0.028856243441762856
216,1.0,0.0
217,0.9711437565582371,0.028856243441762856
218,0.9711437565582371,0.028856243441762856
219,1.0,0.0
220,0.9711437565582371,0.028856243441762856
221,1.0,0.0
222,1.0,0.0
223,1.0,0.0
224,1.0,0.0
225,1.0,0.0
226,1.0,0.0
227,1.0,0.0
228,0.0,1.0
229,0.0,1.0
230,1.0,0.0
231,0.8865248226950354,0.11347517730496454
232,0.9711437565582371,0.028856243441762856
233,0.8865248226950354,0.11347517730496454
234,0.0,1.0
235,0.9711437565582371,0.028856243441762856
236,1.0,0.0
237,1.0,0.0
238,0.0,1.0
239,1.0,0.0
240,0.9711437565582371,0.028856243441762856
241,0.9711437565582371,0.028856243441762856
242,1.0,0.0
243,1.0,0.0
244,1.0,0.0
245,1.0,0.0
246,1.0,0.0
247,1.0,0.0
248,0.9711437565582371,0.028856243441762856
249,1.0,0.0
250,1.0,0.0
251,1.0,0.0
252,1.0,0.0
253,1.0,0.0
254,1.0,0.0
255,1.0,0.0
256,0.9711437565582371,0.028856243441762856
257,1.0,0.0
258,0.8865248226950354,0.11347517730496454
259,0.9711437565582371,0.028856243441762856
260,0.9711437565582371,0.028856243441762856
261,1.0,0.0
262,1.0,0.0
263,0.9711437565582371,0.028856243441762856
264,0.8,0.2
265,1.0,0.0
266,0.0,1.0
267,1.0,0.0
268,1.0,0.0
269,1.0,0.0
270,0.09268292682926829,0.9073170731707317
271,1.0,0.0
272,1.0,0.0
273,0.9259259259259259,0.07407407407407407
274,1.0,0.0
275,1.0,0.0
276,0.9711437565582371,0.028856243441762856
277,1.0,0.0
278,0.9711437565582371,0.028856243441762856
279,0.9711437565582371,0.028856243441762856
280,1.0,0.0
281,1.0,0.0
282,1.0,0.0
283,1.0,0.0
284,1.0,0.0
285,1.0,0.0
286,1.0,0.0
287,1.0,0.0
288,1.0,0.0
289,0.9711437565582371,0.028856243441762856
290,0.9711437565582371,0.028856243441762856
291,0.9711437565582371,0.028856243441762856
292,0.9711437565582371,0.028856243441762856
293,1.0,0.0
294,0.9711437565582371,0.028856243441762856
295,1.0,0.0
296,0.0,1.0
297,1.0,0.0
298,1.0,0.0
299,0.9711437565582371,0.028856243441762856
300,0.9711437565582371,0.028856243441762856
301,1.0,0.0
302,1.0,0.0
303,1.0,0.0
304,1.0,0.0
305,0.9711437565582371,0.028856243441762856
306,1.0,0.0
307,1.0,0.0
308,1.0,0.0
309,1.0,0.0
310,1.0,0.0
311,0.9711437565582371,0.028856243441762856
312,1.0,0.0
313,1.0,0.0
314,0.9711437565582371,0.028856243441762856
315,1.0,0.0
316,0.9711437565582371,0.028856243441762856
317,1.0,0.0
318,0.0,1.0
319,0.9711437565582371,0.028856243441762856
320,1.0,0.0
321,1.0,0.0
322,1.0,0.0
323,0.0,1.0
324,1.0,0.0
325,1.0,0.0
326,1.0,0.0
327,1.0,0.0
328,1.0,0.0
329,1.0,0.0
330,1.0,0.0
331,0.8865248226950354,0.11347517730496454
332,0.9711437565582371,0.028856243441762856
333,1.0,0.0
334,1.0,0.0
335,1.0,0.0
336,1.0,0.0
337,1.0,0.0
338,1.0,0.0
339,1.0,0.0
340,1.0,0.0
341,1.0,0.0
342,1.0,0.0
343,1.0,0.0
344,1.0,0.0
345,0.9711437565582371,0.028856243441762856
346,1.0,0.0
347,0.9711437565582371,0.028856243441762856
348,1.0,0.0
349,1.0,0.0
350,1.0,0.0
351,1.0,0.0
352,0.0,1.0
353,1.0,0.0
354,1.0,0.0
355,0.8,0.2
356,1.0,0.0
357,0.9711437565582371,0.028856243441762856
358,1.0,0.0
359,0.9711437565582371,0.028856243441762856
360,1.0,0.0
361,1.0,0.0
362,1.0,0.0
363,1.0,0.0
364,0.9711437565582371,0.028856243441762856
365,1.0,0.0
366,1.0,0.0
367,1.0,0.0
368,1.0,0.0
369,1.0,0.0
370,0.09268292682926829,0.9073170731707317
371,0.9711437565582371,0.028856243441762856
372,1.0,0.0
373,0.0,1.0
374,0.9259259259259259,0.07407407407407407
375,1.0,0.0
376,0.9711437565582371,0.028856243441762856
377,0.9711437565582371,0.028856243441762856
378,1.0,0.0
379,1.0,0.0
380,1.0,0.0
381,0.0,1.0
382,1.0,0.0
383,1.0,0.0
384,0.9711437565582371,0.028856243441762856
385,0.0,1.0
386,0.9711437565582371,0.028856243441762856
387,0.9711437565582371,0.028856243441762856
388,1.0,0.0
389,0.9711437565582371,0.028856243441762856
390,1.0,0.0
391,0.9711437565582371,0.028856243441762856
392,1.0,0.0
393,0.9711437565582371,0.028856243441762856
394,0.0,1.0
395,0.8865248226950354,0.11347517730496454
396,1.0,0.0
397,0.0,1.0
398,0.8865248226950354,0.11347517730496454
399,1.0,0.0
400,0.8865248226950354,0.11347517730496454
401,1.0,0.0
402,0.9711437565582371,0.028856243441762856
403,1.0,0.0
404,0.0,1.0
405,0.9711437565582371,0.028856243441762856
406,0.09268292682926829,0.9073170731707317
407,0.9711437565582371,0.028856243441762856
408,0.9711437565582371,0.028856243441762856
409,0.9711437565582371,0.028856243441762856
410,0.9711437565582371,0.028856243441762856
411,0.0,1.0
412,0.9711437565582371,0.028856243441762856
413,0.0,1.0
414,0.9711437565582371,0.028856243441762856
415,1.0,0.0
416,1.0,0.0
417,1.0,0.0
418,1.0,0.0
419,1.0,0.0
420,0.9711437565582371,0.028856243441762856
421,0.9711437565582371,0.028856243441762856
422,0.9711437565582371,0.028856243441762856
423,1.0,0.0
424,0.9711437565582371,0.028856243441762856
425,1.0,0.0
426,0.0,1.0
427,0.9711437565582371,0.028856243441762856
428,1.0,0.0
429,0.9711437565582371,0.028856243441762856
430,1.0,0.0
431,0.9711437565582371,0.028856243441762856
432,0.0,1.0
433,1.0,0.0
434,1.0,0.0
435,1.0,0.0
436,0.0,1.0
437,1.0,0.0
438,1.0,0.0
439,1.0,0.0
440,0.9711437565582371,0.028856243441762856
441,1.0,0.0
442,1.0,0.0
443,0.0,1.0
444,0.9711437565582371,0.028856243441762856
445,0.9711437565582371,0.028856243441762856
446,0.9711437565582371,0.028856243441762856
447,0.9711437565582371,0.028856243441762856
448,1.0,0.0
449,1.0,0.0
450,1.0,0.0
451,0.9711437565582371,0.028856243441762856
452,1.0,0.0
453,1.0,0.0
454,0.8571428571428571,0.14285714285714285
455,1.0,0.0
456,1.0,0.0
457,1.0,0.0
458,0.9711437565582371,0.028856243441762856
459,0.9711437565582371,0.028856243441762856
460,0.9711437565582371,0.028856243441762856
461,0.0392156862745098,0.9607843137254902
462,1.0,0.0
463,0.0,1.0
464,0.0,1.0
465,0.9711437565582371,0.028856243441762856
466,0.9711437565582371,0.028856243441762856
467,0.9711437565582371,0.028856243441762856
468,1.0,0.0
469,0.0,1.0
470,1.0,0.0
471,0.9711437565582371,0.028856243441762856
472,1.0,0.0
473,1.0,0.0
